Female_4m_F1a	Female_4m_F1b	Female_4m_F2a	Female_4m_F2b	Female_20m_F3a	Female_20m_F3b	Female_20m_F4a	Female_20m_F4b	Male_4m_M1a	Male_4m_M1b	Male_4m_M2a	Male_4m_M2b	Male_20m_M3a	Male_20m_M3b	Male_20m_M4a	Male_20m_M4b
Ccna1	5.38106552475934	5.38750942556027	5.38321309634261	5.23012230680881	5.3887038392949	5.45186718208998	5.45850771363722	5.515501814892	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.45659389806311	5.38743265934198	5.23012230680881	5.23012230680881
Spg20	5.9697407144527	5.99825122681865	6.00082920360236	5.97707521729051	5.93279665559267	6.04273819706904	5.93678199504259	6.36723073571576	5.97448087361134	5.85846021572477	5.9984315184053	5.90464268734305	5.85826605404322	5.9752004079975	5.91116864962055	5.99514846658253
Nbea	5.23012230680881	5.38750942556027	5.38321309634261	5.23012230680881	5.52487887182669	5.37920791631273	5.45850771363722	5.515501814892	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.46367929003754	5.37770064435634	5.37749871112413
Tm4sf1	6.245271040291	6.06286096155905	6.50459146535334	5.68144129012525	6.74466094952453	7.17020030170317	6.27799583786686	6.66596701653145	5.60468480235646	5.95420274857084	5.37820057536399	5.65848287998974	5.77626115258948	6.16064392382352	5.93331599146976	5.63195796065876
Wwtr1	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.3887038392949	5.23012230680881	5.45850771363722	5.38339444468453	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.38743265934198	5.37770064435634	5.37749871112413
Commd2	6.14458656909687	6.12300866096883	6.17395323169107	6.07945895287846	6.00352708227727	6.11686919215242	6.10421357960975	6.42464182654182	6.132467214592	5.95420274857084	6.16313267990997	6.04382449065902	6.09740167400489	6.08298383183257	6.17688541687481	6.23936128049157
Rnf13	10.7571088436956	10.9007888795467	10.5937396574383	10.5447231189157	10.7767074833782	10.5268645540362	10.0163288543588	10.2522084463655	10.232806298732	11.155164877639	9.97471555857366	10.637710092654	10.0414521608068	10.2595320931873	9.71938881334137	9.48609419485789
Pfn2	5.38106552475934	5.46378940172146	5.71665451792811	5.38272144375561	5.69790689844841	5.45186718208998	5.38382910703835	5.23012230680881	5.45607530776594	5.60563774247401	5.45041826855264	5.52351134994004	5.64467455764256	5.38743265934198	5.37770064435634	5.37749871112413
Tsc22d2	8.39880706201813	8.43633148633753	8.43043987140089	8.43784402247595	8.70040110076776	8.27004376257823	8.39469134769501	8.2217653791461	8.40724914831314	8.26707061458824	8.49546136564804	8.37563985248476	8.51273608474558	8.38848584474524	8.17325129390182	8.33483747478511
Serp1	11.9133535169806	11.5850881248513	11.6230588981646	11.7603773929201	11.5661218522859	11.840405564567	11.7646258054148	12.1395137029943	11.2243585921777	11.3019753118712	11.4257953392254	11.1622159641054	11.7061713574424	11.4141648113514	11.712408617798	11.7614906312379
Eif2a	7.53648440867279	7.09861480829573	7.13240038171057	7.12729911685462	7.16333034934534	7.1309938664134	7.07925984297421	7.26163663881477	7.41973308827463	7.10882857930443	7.06379448982195	7.29511295348465	7.1577358649427	7.24208728160886	7.02536469632849	7.09693641738476
Selt	11.1142717474887	10.9441786676061	10.9625613044805	10.6553895633952	10.7889485985171	10.8366879390467	10.3510106082227	10.6595258284502	10.8937760541389	11.2150410556173	10.4685445833204	10.9680462549789	10.4470635156675	10.5815050861994	10.3203061838818	10.142296102899
Gm8234	8.42060344937329	7.94942654655112	7.22106638265742	7.37828589570686	7.65922852418402	7.32431435484195	7.27397944061354	7.02190934177793	6.29892151328781	6.67051534470336	5.66897992464686	6.25271618450657	6.36129606401756	5.61691814605705	8.11597315070697	6.20803419703126
Siah2	6.61203858846542	7.18520024493323	6.59311777605269	6.25522109108335	6.70940255718073	6.32507394790216	6.49591514189979	6.96692296318662	6.85866228148821	6.49969420510308	6.84163133256671	6.5121138189024	6.70398040590552	6.76823244710431	6.69565845905378	6.75616106432477
Med12l	7.09351361866779	6.73470144880279	6.32107452218055	6.53956311134459	6.82361166384722	6.35381405284683	6.48256259389904	6.47942495067838	6.63240366218825	6.76980104705882	6.5052721851814	6.56583241935372	6.92052867774419	6.87645820014169	6.63035111627271	6.61748427065969
Gpr171	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38254811472824	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
P2ry14	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
F630111L10Rik	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
P2ry13	7.46031695350946	7.50879845572943	7.13240038171057	7.05066197865829	7.50885634268435	7.31030828575665	7.13042958050983	7.03977821214913	7.41973308827463	7.61538568226165	7.02204678364652	7.40101948759978	7.25944148746541	7.15897649060686	7.05859164455897	6.90974021783689
P2ry12	6.12676845683212	6.23303563309117	5.80729581128257	5.77700379537472	6.00352708227727	5.84587233736881	5.93678199504259	5.80792381054974	6.03718809300347	6.09766532353758	5.76206091642491	5.95387620933558	5.88344254827559	5.92766910624856	5.99609315727625	5.81399312121193
Igsf10	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Mbnl1	10.6805828292439	10.290143246294	10.6763746083298	10.2903879949502	10.017533881036	10.0967780180037	9.74230763737852	10.1502655683099	10.6307024542945	10.6504342379044	10.3513312944285	10.6620700787201	10.0525447978029	10.2257471730966	9.80823891319887	9.86135765529185
P2ry1	6.90692484699423	6.84553908373475	6.60528245774394	6.66044613090361	6.75621671592175	6.48780967710625	6.65786321932906	6.61877845453258	7.09617794782006	6.74834720122277	6.75224260780264	7.01053710985422	6.75866589719932	6.88683604735719	6.60785152980698	6.66168856135317
Rap2b	7.0165080674755	7.24289644434235	6.91770871378531	7.11898163637258	7.27162055861439	7.2961694235335	7.73010939837329	7.31407377754836	6.98236133177652	6.82203707647686	7.24897459568498	6.85989956211064	7.47715320676217	7.25816050652122	7.51999274599012	7.62221708503419
Arhgef26	5.60221298964483	5.90300669169597	5.80729581128257	5.83291179175379	5.93279665559267	5.7653930836488	5.71847098230865	5.86164649559134	5.60468480235646	5.90793975002778	5.59559377779243	5.85173081774853	5.64467455764256	5.87683292032681	5.70038213950682	5.59397187844228
Dhx36	8.63713648699726	8.57993310938171	8.64429355514036	8.43054737459759	8.34599103703951	8.48383666084292	8.46867600736749	8.36172312256641	8.6471749895336	8.65986585283057	8.32325858210106	8.68557220698999	8.35634140228534	8.4467196239959	8.5241172687552	8.32019550016095
Mme	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.3887038392949	5.23012230680881	5.38382910703835	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
E130311K13Rik	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38254811472824	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Slc33a1	6.83885251364775	6.84553908373475	6.80731073927552	6.96970776096649	7.01795629969223	6.90791964793324	6.89417864543843	7.29182683538465	6.93605407294072	6.78040550104645	6.69998295501656	7.12056306030977	6.89156405792463	6.92760125123572	6.75797434168814	6.81574050267895
Gmps	7.70093717526455	7.50879845572943	7.75586376322187	7.47323280398822	7.02748465938865	7.35876642094159	7.46625756266966	7.63769267214125	7.78562162550205	7.68564795764705	7.57948356333809	7.85400359545804	7.59062447760133	7.70492077385003	7.69632004799675	7.64456275413124
A730090N16Rik	5.23012230680881	5.38750942556027	5.38321309634261	5.38272144375561	5.46550234501987	5.45186718208998	5.68449197929771	5.515501814892	5.51327654942434	5.23012230680881	5.37820057536399	5.65848287998974	5.38249655292553	5.38743265934198	5.37770064435634	5.37749871112413
Ssr3	10.8600523054938	10.8790747292761	10.8323817047096	10.4423000939563	10.6732128997884	10.8152663293985	10.3298497266955	10.8174215133029	10.7883162875829	10.9301672693238	10.1756988385262	10.8879935905723	10.1122460800612	10.5213928783038	10.0880646685316	9.91614387663325
4931440P22Rik	5.51138442955489	5.57275947852863	5.607173705527	5.6452464667098	5.61985314203275	5.70483472501951	5.75042210786467	5.71718930906813	5.60468480235646	5.51400588462793	5.73278571408264	5.57362015770508	5.64467455764256	5.65722159339809	5.73121726719643	5.78748062955249
Tiparp	9.60334086966234	9.30822853854448	9.43415802991685	9.27572906530873	9.30649641295884	9.34073142025646	9.00664108547512	9.13366194122819	9.14690636172704	9.33588781233954	9.00753120766332	9.13099826371517	8.96164410256993	8.95110813807127	8.79236678597942	8.76668969090472
Mir8120	5.45453774141534	5.23012230680881	5.45762309813442	5.23012230680881	5.23012230680881	5.55572447852234	5.23012230680881	5.23012230680881	5.38213556535196	5.45666796619519	5.45041826855264	5.23012230680881	5.23012230680881	5.46367929003754	5.23012230680881	5.23012230680881
Lekr1	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Ccnl1	11.4338660872386	11.4719660116918	11.3815103589023	11.2167583304991	11.4468829819882	11.2456880570635	11.1233029310122	10.9003488351007	11.1212942544167	11.3120345962582	11.0947341755262	11.0442132701203	11.0487771191667	10.868991291308	10.9442615201393	10.8333642179373
Shox2	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Rsrc1	7.19797522827939	6.8561553861457	7.38387003542275	7.14379255332125	6.87740033478074	7.0988489191305	7.03518744742953	7.11755142199902	7.39930166308977	7.08345664841902	7.3806785364328	7.29511295348465	7.07437480227277	7.33601478323926	7.22884483108735	7.32540818191974
Gfm1	6.70292340066583	6.82406269588147	6.77563186112846	6.67194806804594	6.75621671592175	6.67617565360272	6.69256791305331	6.72271921983168	6.97321968140383	6.98640143963855	6.84163133256671	7.02003448528058	6.87191885491653	6.90736557165848	6.9387541392556	6.83504983108476
Lxn	6.87815269851768	7.61358856532434	6.898269012911	6.58926649583463	7.13716120711615	6.71935784398527	6.44161290586725	6.55730996307855	7.09617794782006	7.7027374193057	6.33286118976992	7.50682529206679	6.18732461999651	6.92760125123572	6.1931864332395	5.97480739078966
Mfsd1	8.82906664978319	8.80749575212056	8.67638906104758	8.61400906664782	8.394572234014	8.5341372897573	8.41349331846773	8.36172312256641	8.70373924994375	8.99151121833856	8.26682634463447	8.90988174184642	8.20909088161553	8.48072079649133	8.33054475161723	8.07522296988526
Il12a	5.67687882172649	5.52277043055001	5.45762309813442	5.38272144375561	5.52487887182669	5.37920791631273	5.38382910703835	5.38339444468453	5.56173491564342	5.71469322233751	5.37820057536399	5.61806443037473	5.5139147347289	5.57260204569724	5.37770064435634	5.37749871112413
Ift80	6.76731155470426	6.78009669191034	6.79683062706624	6.89366918910126	6.8126021843133	6.85106618583898	6.65786321932906	6.68895291726887	7.20949367629493	7.08345664841902	7.01354943489889	7.20627278746853	6.74790047459955	6.69902237200777	6.82731294371076	6.77630441107067
Smc4	11.2560631885357	10.7005884091539	11.2393626098954	11.0697230473044	10.6872736792082	10.8276603120771	10.4385333422357	10.5441668176774	11.4976145321554	11.4411555388092	11.1407129053485	11.5283824418057	10.750447049727	10.9470548892931	10.7987850234943	10.723516967909
Mir15b	5.94781999198416	6.60147655240062	5.93421092269687	5.51431228205103	5.3887038392949	5.45186718208998	5.83691816241811	5.74906153616913	5.45607530776594	5.38254811472824	5.63374460645686	5.38792911403481	5.45659389806311	5.46367929003754	5.37770064435634	5.44940842625265
Mir16-2	5.38106552475934	5.23012230680881	5.23012230680881	5.23012230680881	5.3887038392949	5.23012230680881	5.38382910703835	5.38339444468453	5.51327654942434	5.23012230680881	5.37820057536399	5.38792911403481	5.38249655292553	5.23012230680881	5.23012230680881	5.37749871112413
Trim59	8.04620350167471	8.0149470114658	8.23579729302614	8.05986029825955	7.76183473033678	7.84557548476417	7.66081910193	7.78555294416337	8.5314609057354	8.43164612470797	7.89558442792688	8.89817229809796	7.74126168970591	7.87483803657541	7.45228624755822	7.44355980319302
Kpna4	10.7007449973101	10.2863495687601	10.2027152979289	10.4693271967482	10.5008315498602	10.5485811591946	10.0277617365027	10.1049335478614	10.1192554659026	10.5427071060365	10.2681929231244	10.0419885859479	10.1055705432285	10.0292439617615	9.91971735697379	9.95260465031776
Gm1647	5.559538555659	5.38750942556027	5.45762309813442	5.38272144375561	5.52487887182669	5.55572447852234	5.45850771363722	5.45788353909726	5.51327654942434	5.38254811472824	5.45041826855264	5.38792911403481	5.5139147347289	5.52263489960489	5.50543012872646	5.50507257793994
Arl14	6.16208133576529	5.6946215536024	5.93421092269687	5.90864060966229	5.93279665559267	6.24980335924435	5.78066054555039	5.93496790169318	5.8035633460159	5.93143461942654	5.73278571408264	5.73055150529521	5.64467455764256	5.90270741642691	5.81472550523369	5.75973832033158
Ppm1l	8.39147865990982	8.08271996095534	8.39702099043103	8.18710928744204	8.4222790058527	8.18688852931311	8.25275299185447	7.48768666643484	7.71444722880249	8.02991608084758	7.4894893436393	7.98546504795238	7.93875044746231	7.84225326764183	7.38143595256283	7.36582968300626
B3galnt1	5.38106552475934	5.23012230680881	5.38321309634261	5.45691694304548	6.10936296513959	6.28053482702356	5.71847098230865	6.13916854599098	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.52263489960489	5.70038213950682	5.59397187844228
Nmd3	7.66140469351684	7.1425514800144	7.53715483923517	7.39913781794088	7.38002298574436	7.53236666859912	7.41871058952089	7.59541097434471	7.85891257268541	7.43125966258956	7.13602334740208	7.94453290402859	7.41029567144173	7.61899736088245	7.44598008450539	7.36582968300626
Gm6634	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Pdcd10	9.10797939704159	8.91217484563596	8.95694859076279	8.67205107617447	8.59031231694721	8.79962116152728	8.41722873601135	8.50511382215781	8.96386260472453	9.41906570843044	8.55778377663748	9.09479977192149	8.57078664143515	8.67485718607509	8.56923657353686	8.30542519701673
Serpini1	5.51138442955489	5.38750942556027	5.45762309813442	5.51431228205103	5.57520884097872	5.50809815058779	5.51626996273676	5.60759256681342	5.60468480235646	5.38254811472824	5.45041826855264	5.52351134994004	5.5139147347289	5.52263489960489	5.50543012872646	5.55221364281452
Golim4	11.281415448659	11.1089095998028	11.6343299430846	11.3043947629037	10.9919997720181	11.1177177292728	10.8431695651885	11.0489017602562	11.2940707382905	11.3032363343261	11.3162442984482	11.3162889690598	10.7459550524393	11.1485889640492	10.9085546380033	10.9133141127901
Rapgef2	8.83472671155173	8.87404824838992	8.9596388087295	8.86646387018521	8.87131159195624	8.7421765678502	8.76658998205659	8.69183048166353	8.65990935717586	8.88339514458188	8.88207145535229	8.76051609255607	8.86010395342873	8.90518748706669	8.64389095902968	8.72669684486604
4921511C10Rik	5.85287545697353	5.90300669169597	5.91062830247122	5.83291179175379	5.9806576759639	5.55572447852234	5.75042210786467	5.60759256681342	5.67982729742081	5.68096382695058	5.70185924780941	5.79418181269269	5.8048139714184	5.79254572165604	5.44969899447822	5.55221364281452
Fnip2	9.46760326744042	9.17724950577967	8.98100723334891	9.22628627063136	9.24015075265681	8.91951184068587	9.40746442616431	8.90507312386314	9.12779231900606	8.83812945771618	9.11505079877607	8.9445297451697	9.39780079076638	9.14856931324645	9.34758096337026	9.36404353982147
Ppid	8.13408091946394	7.99506267475321	8.19401348428896	7.92698465396102	7.6962012187587	8.09510319712517	7.75811582815555	7.73029167633039	8.6471749895336	8.46415190900816	7.97951338580741	8.6587057821674	7.64440606928009	7.83124487614236	7.80552054513702	7.62783328003806
Etfdh	7.61498158947199	7.35944343594195	7.63547098675522	7.51218404115153	7.44580023520538	7.62097789965192	7.4460616471167	7.48110982987183	7.6103361455246	7.67415206998281	7.63108583808297	7.5800373537765	7.6677324290097	7.56117762748723	7.69632004799675	7.66111684867053
4930579G24Rik	5.559538555659	5.52277043055001	5.64649667567528	5.6452464667098	5.46550234501987	5.67175802010253	5.60859648473926	5.68329495968196	5.67982729742081	5.74641171949194	5.70185924780941	5.79418181269269	5.74625025401855	5.65722159339809	5.73121726719643	5.73058364180177
Tmem144	5.559538555659	5.38750942556027	5.23012230680881	5.74695447457031	5.61985314203275	5.37920791631273	5.23012230680881	5.56431832921867	5.38213556535196	5.68096382695058	5.23012230680881	5.57362015770508	5.23012230680881	5.69441036635516	5.84018513290094	5.37749871112413
Ctso	6.56414316347112	6.57575127516862	6.62927907161361	6.4475803214336	6.43216529717174	6.64285963806358	6.44161290586725	6.89013553011799	6.40192704811173	6.43264644427139	6.24365017886919	6.44155162239316	6.2698721787694	6.36341877570337	6.32954775664921	6.26978833610415
Gucy1b3	5.38106552475934	5.23012230680881	5.23012230680881	5.23012230680881	5.3887038392949	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Gucy1a3	5.64103477219815	5.52277043055001	5.45762309813442	5.38272144375561	5.61985314203275	5.37920791631273	5.38382910703835	5.45788353909726	5.38213556535196	5.38254811472824	5.37820057536399	5.23012230680881	5.5139147347289	5.46367929003754	5.44969899447822	5.44940842625265
Plrg1	7.34545499754631	7.34441968138729	7.37684196693778	7.25431251507778	7.39488899443153	7.23082284292179	7.21190537307976	7.39292833984326	7.49882337829043	7.38329387045389	7.32663298412608	7.47931854902254	7.41711516102574	7.35860086035594	7.44598008450539	7.37246207487053
Tlr2	9.46760326744042	9.56856743347357	8.92157911496668	9.71339053294262	9.31807185946275	9.63625217899949	8.92299946199381	9.11165968221181	9.75040972122461	10.2765580103691	9.78172167739096	9.89849977092571	9.10943067614141	8.99581013370723	8.84450657114546	8.91781029365895
D930015E06Rik	10.6318891924365	10.7093730031631	10.966510188733	10.7960208078833	10.7936316790996	10.5018251496338	10.7738163526857	10.5513685486122	10.5588008582818	10.5386127772881	10.7921148125815	10.6590453172984	10.8679910237557	10.7398630430695	10.6440533500081	10.7491579809435
Mnd1	6.07116864405395	5.97553005235474	5.95706411018843	5.90864060966229	6.00352708227727	6.0231757657981	5.98197814575979	5.80792381054974	5.88203194886064	6.05909992953459	5.81653836164565	5.90464268734305	5.85826605404322	6.0415126875631	5.91116864962055	5.81399312121193
Trim2	6.42225985403559	6.62670611365537	6.67601075647952	6.70587850003004	6.40226562150334	6.58540594199495	6.73750620673418	6.46595816894478	6.45695715248444	6.69320929545042	6.40216104575065	6.87045664616563	6.6700890940014	6.39388644727951	6.3576873381643	6.3563160339975
Fhdc1	7.0165080674755	6.89783777374547	6.59311777605269	7.32122523817637	7.50197665677654	6.98033596499846	7.25870373505691	6.68895291726887	7.26302541433072	6.8524689103003	6.78267805305408	7.48624153681716	7.05711005803938	6.86600336658227	6.65247524253148	6.74597910226535
Arfip1	10.0496698372032	9.95165677771149	9.40555987690046	9.83479547257383	9.97463389001129	9.95052168723541	9.85364783003674	9.80459052248099	9.54652481824856	9.84129722665904	9.44582535599105	9.57148358801618	9.88079754156284	9.41562166534729	9.67557487928683	9.56860184462936
Tigd4	7.44724641989585	6.82406269588147	6.40930694497888	6.50097091126403	7.27963038706506	7.57434548552721	6.71522110943559	6.65432534840814	8.72828387227011	6.60003070209477	6.38862760724058	7.35654276320094	7.1249640648252	5.52263489960489	6.77813872012528	6.42373802686583
Tmem154	11.6983152292828	11.8162683591912	11.5389811428753	11.6165255094777	11.7877967383259	11.8756286893546	11.6668324373137	11.7799879185022	11.3412981091322	11.7399959490068	11.3263194594725	11.4392457096128	11.5991716626539	11.3702165900706	11.5537385538881	11.401978452832
Fbxw7	8.83754963914983	8.87107941440618	8.79604312299322	8.81191328463964	9.05371546716045	8.84420979436184	9.11864385906598	9.06677123209944	8.71298531295022	8.48900922381588	8.76940955855943	8.62796196955881	9.0649400590522	8.9167854872878	9.05507394121408	9.09642176242644
Gatb	6.12676845683212	5.97553005235474	6.06235433512456	5.90864060966229	6.00352708227727	5.87058258524648	5.98197814575979	5.86164649559134	6.15039504724341	5.80499258858141	5.93547251374227	5.97733206423661	5.88344254827559	5.95180795479922	5.84018513290094	5.88749574153917
Fam160a1	5.38106552475934	5.23012230680881	5.51518130319677	5.45691694304548	5.3887038392949	5.45186718208998	5.51626996273676	5.515501814892	5.60468480235646	5.23012230680881	5.37820057536399	5.61806443037473	5.38249655292553	5.38743265934198	5.37770064435634	5.44940842625265
Glt28d2	6.55188720291454	7.09861480829573	5.51518130319677	6.55217033229339	6.79032014995843	5.50809815058779	6.57318547265882	6.56983873894059	6.547693849226	5.56258159364403	5.81653836164565	6.5121138189024	6.39020764511109	6.0415126875631	6.07285245897807	6.1757272427727
Sh3d19	6.17927055421019	6.23303563309117	6.2581739998437	6.23895559233252	6.46133968484911	6.3395347998164	6.29388373110128	6.10199203065606	6.2517014661098	6.25417991808409	6.22803961935467	6.26972391758081	6.30118687072454	6.17911542162016	6.10883085075081	6.14234116087719
Rps3a1	10.7269384731247	10.5754212619481	10.642864099902	10.6069272807148	10.433153371524	10.7918681716171	10.6390442497384	11.1070443846283	10.988016481754	10.6872818496112	10.6801013575715	10.9697059835975	10.7141507439153	10.7206655413474	10.7696909207615	10.7992309304187
Snord73a	6.33721772183468	5.99825122681865	6.02184467972896	5.83291179175379	5.88160796117502	5.7359450666608	5.51626996273676	6.02269070710026	6.03718809300347	6.40475311318417	5.73278571408264	6.31921346404784	5.85826605404322	5.95180795479922	5.44969899447822	5.50507257793994
Rnu73b	8.58554495100913	8.3251507451707	7.55606715145511	7.79314307153096	6.79032014995843	7.74785272690168	6.73750620673418	7.69619589593465	6.98236133177652	7.17439520726948	8.19251358371692	6.08540876405202	7.22115231797756	5.57260204569724	7.84524880358621	7.46861067874586
Lrba	9.2217367371709	9.08038134081095	9.37646285883894	9.21713772241805	9.14824458178276	9.02403819112999	8.95587141351751	9.13608893296812	9.40610772841969	9.19818143176587	8.98517720461223	9.60069909310489	9.01666421382808	9.10004056551719	8.81176406873661	8.82768244172761
Mab21l2	5.64103477219815	5.38750942556027	5.38321309634261	5.77700379537472	5.23012230680881	5.37920791631273	5.56521019465165	5.60759256681342	5.38213556535196	5.23012230680881	5.81653836164565	5.23012230680881	5.68082178698943	5.69441036635516	5.59443852940531	6.05328992608652
Dclk2	6.322413263551	6.52270711880716	6.29007406963859	6.30259796615744	6.91900004458011	6.65405719251795	6.96172508398243	6.95754878877085	6.3293136794788	5.95420274857084	5.78991729216414	6.53925663413611	6.15235403686782	6.36341877570337	6.07285245897807	6.03435557493806
Cd1d2	6.89739913187162	5.85021573129843	5.607173705527	5.90864060966229	6.80150550474579	7.30325562926476	6.10421357960975	6.85011827004563	5.77506893882378	5.95420274857084	5.93547251374227	5.46439135217699	5.74625025401855	6.89713811221496	7.47105000613949	6.82542839550782
Cd1d1	6.50164745495298	6.37925209399706	6.74321754044275	6.22243637853521	6.27429598925918	6.20197351663574	5.93678199504259	6.29119571090501	6.01681633756276	6.56331900521801	5.84207195260303	6.23543377476484	5.8048139714184	6.46679819682014	5.95481804881908	5.78748062955249
Kirrel	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38382910703835	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.23012230680881	5.23012230680881	5.37749871112413
Cd5l	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Fcrl1	10.6507935825318	11.4234993025544	10.7129040945877	10.1801636432676	10.0871126215333	9.83311507763396	9.27152571875275	8.98388494807848	9.82003077625736	11.8674148026798	8.69386303279829	11.2119925354329	9.13124176941358	9.12575675728595	7.8935810982349	7.48098391481271
Fcrl5	5.94781999198416	6.31662271980529	5.45762309813442	6.11725271727217	6.20426646430052	5.45186718208998	5.75042210786467	6.25926304245282	5.45607530776594	5.38254811472824	5.37820057536399	5.46439135217699	5.38249655292553	5.46367929003754	5.78818176725271	5.50507257793994
Etv3	8.03715462324984	8.0684284060226	8.20245395294376	8.26552053055842	8.32948142094889	8.36395932287053	8.28937436457552	8.42572720361114	8.11437313610725	7.94432518781469	8.3158426494113	8.02046564301205	8.17123290416592	8.1558948779846	8.35237800269278	8.42011746872461
Arhgef11	9.23292223468789	9.50057680037632	9.52480968613734	9.36624495608177	9.44679231947886	9.39509184019346	9.41366966355061	9.31967783782973	9.02881695959207	9.30576852549776	9.25274169169185	9.14119895886557	9.31141883443263	9.18345033753794	9.23577093143245	9.19775918042334
Lrrc71	8.51535267404337	10.2466207427301	10.7853105647353	9.09835961899058	10.5484234767783	8.28542661062356	8.59756094043349	7.35759773654306	9.52013340250571	10.4684363194081	8.89794521365779	10.7785808400436	8.7670692036892	9.34772793271648	7.53795298501662	7.36582968300626
Pear1	5.85287545697353	5.79279872870655	5.64649667567528	5.51431228205103	5.73283243286321	5.63630839348607	5.83691816241811	5.60759256681342	5.60468480235646	5.51400588462793	5.66897992464686	5.46439135217699	5.77626115258948	5.82189540408233	5.59443852940531	5.69978542369964
Sh2d2a	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Prcc	6.77775841420426	6.68776306760927	6.77563186112846	6.88387052361178	7.05569579341272	6.89860176781857	7.02620840273118	6.98548813980965	6.97321968140383	6.64743276293297	6.961475701719	6.89133643359054	7.1249640648252	6.98663232294573	7.10703730559633	7.20453483984409
Hdgf	9.0418388211836	8.75420923239452	9.09887270828247	9.19404543990454	8.9041012009087	8.97894543715383	9.29828555937848	8.93266804696871	9.38150989336153	8.98889119766575	9.52917301315049	9.33316858093583	9.59325385138122	9.3874855973461	9.484047015858	9.68678071408364
Mrpl24	7.99581112051602	8.120241304502	7.96779062156889	7.96122097618385	7.9388715932031	7.9377503903373	8.07955327812529	7.95559514128335	8.0609186435481	8.00658264486328	7.78677442937413	8.18518805789338	7.92400082298774	7.95356407887452	7.87923130886	7.80283888052853
Rrnad1	6.52701679534923	6.46733411004796	6.67601075647952	6.53956311134459	6.59776362638502	6.47505992396894	6.63421834750507	6.43857123938424	6.49665481499254	6.39055678323296	6.65668523672429	6.45599212252183	6.68148058608098	6.68714040891526	6.51374117736514	6.65077414061248
