mz	p.value	t.score	mode
333.0857	0.798280085	0.43251425	positive
156.1019	0.332743647	1.519932675	positive
428.0271	0.617853434	0.815000197	positive
137.0458	0.321915238	1.554559038	positive
188.0552	0.559722827	0.93858229	positive
205.0818	0.808942314	-0.41459506	positive
276.1187	0.681684843	0.679519175	positive
375.008	0.620636768	-0.806630522	positive
349.0542	0.450582991	1.185938289	positive
374.0761	0.269748867	-1.723765115	positive
333.0858	0.890361549	-0.230308981	positive
164.0917	0.421181631	1.270726677	positive
367.1217	0.845817503	-0.327438022	positive
415.2363	0.689503791	-0.665006881	positive
162.1157	0.021769555	3.735671405	positive
248.1129	0.16126967	-2.191953923	positive
191.0662	0.695177381	-0.651937595	positive
309.1289	0.47778096	-1.126787667	positive
323.1445	0.565200731	0.925742366	positive
413.2025	0.272166158	-1.710956487	positive
237.184	0.047621084	3.180345027	positive
246.1809	0.010120269	4.376519441	positive
358.1214	0.404313643	-1.320093491	positive
414.16	0.633974287	-0.776477149	positive
146.1175	0.242649266	-1.824083399	positive
147.1208	0.254250877	-1.782313088	positive
284.0526	0.403433109	-1.326735996	positive
302.0631	0.114106735	-2.500276053	positive
371.081	0.116452923	-2.482211988	positive
230.0957	0.242649266	-1.825933042	positive
204.0866	0.468268212	-1.148865185	positive
221.0767	0.647714283	-0.749875069	positive
252.0904	0.432138077	-1.23312117	positive
293.0976	0.404313643	-1.322560898	positive
345.14	0.448945414	-1.189091859	positive
112.0505	0.243775188	1.818246422	positive
134.0448	0.924583918	-0.16112167	positive
136.0618	0.013483616	4.112120316	positive
175.1078	0.520025663	1.032885074	positive
188.0916	0.332753089	-1.519372268	positive
248.1238	0.404313643	-1.322627013	positive
290.0866	0.869968161	-0.277799913	positive
333.0859	0.845445597	-0.329631498	positive
336.1397	0.437825995	-1.21426248	positive
98.0601	0.797474116	0.436652682	positive
134.0812	0.131449713	-2.377111844	positive
247.1029	0.089682533	-2.700947313	positive
338.1011	0.815449015	0.400871828	positive
667.9347	0.211514573	1.942130512	positive
262.1031	0.867826986	0.284388959	positive
305.1096	0.101403216	-2.593469723	positive
324.0587	0.633828716	0.777880024	positive
396.0967	0.682965615	-0.675970881	positive
248.0874	0.957356097	-0.093315015	positive
428.0362	0.213217579	1.933772204	positive
187.0713	0.682965615	0.675711737	positive
298.0522	0.015119898	-4.019707917	positive
358.1215	0.353058021	-1.458839331	positive
581.3177	0.47778096	-1.127844107	positive
631.1485	0.851665922	0.312632948	positive
346.0407	0.825234035	0.381237997	positive
164.0917	0.290373371	1.652536234	positive
245.0418	0.888400656	-0.235057693	positive
450.0181	0.232051208	1.866147902	positive
278.1714	0.016467924	-3.951724033	positive
276.1663	0.012556473	-4.175343657	positive
371.0812	0.133569123	-2.358881778	positive
624.2927	0.033927494	-3.438460309	positive
183.1135	0.666836731	0.706139756	positive
581.3176	0.690752423	-0.661787815	positive
190.1187	0.698032471	-0.645790639	positive
564.4013	0.813206979	0.406551088	positive
286.0951	0.599749201	-0.853234443	positive
127.0325	0.583050255	0.88411708	positive
137.0458	0.173560586	2.130011865	positive
221.0767	0.67653985	0.688916505	positive
233.0766	0.649654031	0.742523167	positive
344.1324	0.309392664	-1.588682339	positive
396.0967	0.738696626	-0.564491702	positive
783.065	0.134410953	2.348900921	positive
839.1578	0.132676528	-2.365342087	positive
839.4086	0.084265438	-2.751702331	positive
188.0917	0.411796694	-1.300042723	positive
88.0393	0.900796641	0.206080142	positive
120.0655	0.243775188	1.817454833	positive
314.0907	0.749365351	-0.540138743	positive
207.0976	0.392123167	1.351385902	positive
262.1031	0.187016894	2.055538795	positive
400.1445	0.833397001	-0.356733294	positive
537.1249	0.013420101	-4.117281928	positive
276.1187	0.006940061	4.709545793	positive
428.0681	0.098772044	-2.614047559	positive
444.031	0.551119977	-0.957694924	positive
164.0918	0.192452549	2.020243054	positive
781.0509	0.79147589	0.448790515	positive
262.1282	0.51925486	1.035943524	positive
305.109	0.321915238	-1.554679306	positive
517.1706	0.952778152	-0.100488208	positive
590.0888	0.477435563	-1.130033501	positive
134.0448	0.908744577	-0.190769105	positive
160.1332	0.419241268	1.275939313	positive
204.0866	0.61890923	0.812690388	positive
256.9275	0.891297497	0.226700184	positive
816.6851	0.863108674	-0.293325372	positive
306.0797	0.586771957	-0.877976784	positive
247.0934	0.440930816	1.207766065	positive
310.0296	0.140733718	2.305982168	positive
271.1033	0.951389595	0.104198031	positive
412.1128	0.929516993	-0.146449483	positive
429.2518	0.604914626	-0.84444567	positive
433.2442	0.709311056	-0.624568234	positive
564.4012	0.609837309	0.833826006	positive
578.4167	0.376893142	-1.398421501	positive
239.2369	0.426727578	-1.251614376	positive
257.2476	0.335513684	-1.511678809	positive
271.2632	0.430494054	-1.23902636	positive
304.1295	0.652883005	0.734495465	positive
357.2799	0.365865748	-1.43028488	positive
396.2764	0.452742192	-1.177171792	positive
411.2891	0.3342369	-1.515605323	positive
691.5277	0.256868407	-1.772157158	positive
393.2778	0.335772926	-1.510129802	positive
163.0791	0.988530047	-0.021297504	positive
416.1227	0.385776363	-1.37710223	positive
112.0505	0.03783289	3.366402303	positive
324.0587	0.017953997	3.896364614	positive
450.018	0.266644469	1.735763979	positive
286.0951	0.650912139	-0.739172061	positive
447.0671	0.404313643	-1.321070245	positive
219.0974	0.018593087	3.866906451	positive
137.0458	0.238696398	1.8427339	positive
192.0502	0.399254703	-1.335387519	positive
152.0567	0.003323972	5.480594871	positive
166.1228	0.418580827	1.277991497	positive
238.0378	0.00720507	-4.676103143	positive
380.1117	0.036231371	-3.39308053	positive
532.1866	0.824362849	-0.384706352	positive
364.0648	0.002630048	5.687200306	positive
839.1581	0.384834234	-1.380713759	positive
246.1809	0.658377824	-0.722098429	positive
247.1842	0.587443994	-0.876661033	positive
412.1126	0.451872449	-1.180930287	positive
256.1462	0.069260018	2.903740562	positive
308.0905	0.491404389	-1.095396171	positive
333.0859	0.798280085	-0.430619735	positive
839.4092	0.969708323	-0.05877531	positive
310.1757	0.450582991	1.184478556	positive
306.0796	0.32325447	-1.549873459	positive
428.0685	0.226234555	-1.886050552	positive
847.3939	0.00377139	5.363339023	positive
405.009	0.382391373	1.385737825	positive
477.1904	0.813373489	0.405893059	positive
267.0625	0.631365745	0.784103668	positive
508.0026	0.010727823	-4.315896645	positive
517.1707	0.635382303	-0.772463082	positive
136.0618	0.004114969	-5.225132932	positive
337.1324	0.006306282	-4.836050459	positive
444.0311	0.878524389	0.258313527	positive
356.0754	0.580702089	0.889679086	positive
306.0928	0.924583918	0.159813684	positive
120.0655	0.082418691	-2.7766387	positive
340.0805	0.878865903	-0.256041292	positive
606.0834	0.426257962	-1.253299396	positive
835.6638	0.032899159	-3.471383358	positive
204.0868	0.283726395	-1.674661459	positive
241.1292	0.167141402	-2.165518616	positive
277.1027	0.174506048	-2.120864312	positive
293.1106	0.004114969	-5.225907798	positive
212.0431	0.261336501	1.758009642	positive
237.184	0.187064899	2.052325392	positive
249.0714	0.610791993	-0.831582407	positive
286.1033	0.003636868	-5.402660698	positive
291.1183	0.96466185	-0.072693123	positive
320.1085	0.426770099	-1.251058665	positive
365.0487	0.063620837	-2.965313996	positive
162.1156	0.1797775	2.095381915	positive
223.1683	0.369232172	1.421657036	positive
227.1137	0.200028938	-1.985358979	positive
345.0345	0.330925694	1.524317494	positive
489.114	0.554634234	-0.949715106	positive
818.5681	0.708486362	0.626008332	positive
148.1128	0.133569123	2.359734972	positive
224.1654	0.139401832	2.315904549	positive
444.0067	0.413966056	1.293582874	positive
140.0107	0.058816562	3.028938413	positive
586.762	0.044714563	-3.242820276	positive
191.0662	0.426080012	-1.25461803	positive
247.0935	0.004114969	-5.228612535	positive
290.0436	0.014713434	4.038594115	positive
365.1847	0.112527991	-2.513322327	positive
382.0909	0.648416911	0.74575352	positive
89.0418	0.058816562	3.024232519	positive
276.1663	0.969708323	0.058394761	positive
250.093	0.002421325	-5.908157771	positive
267.0771	0.014431353	-4.056217055	positive
339.0549	0.746451953	0.54813817	positive
257.9325	0.112712235	2.511309717	positive
329.1056	0.2737093	-1.701845777	positive
213.1018	0.111903554	-2.520788026	positive
259.0922	0.302432702	-1.608826141	positive
263.0871	0.322575401	-1.552783846	positive
425.196	0.012556473	-4.1737167	positive
262.1507	0.000169458	8.586235476	positive
404.025	0.005199548	4.968640819	positive
276.1663	0.502086297	1.074444595	positive
556.9883	0.299443099	-1.618042972	positive
484.9753	0.012052605	-4.215258601	positive
505.153	0.304020598	-1.60395512	positive
204.0867	0.828285239	-0.374439031	positive
248.1602	0.0024095	5.952436908	positive
349.1827	0.046315074	-3.204813287	positive
276.0828	0.120030114	-2.454564308	positive
740.521	0.867826986	0.285473355	positive
152.0568	0.095523345	2.653890288	positive
164.0919	0.291159405	1.64973317	positive
352.117	0.8865589	0.239182897	positive
360.1731	0.924583918	-0.160496739	positive
444.0311	0.02093338	3.776362301	positive
261.1555	0.358227556	1.446643419	positive
291.1296	0.021145072	-3.760569675	positive
806.5656	0.821997445	0.389231752	positive
787.374	0.891297497	0.227406031	positive
335.1347	0.230734298	-1.873807193	positive
352.117	0.736673142	-0.57148569	positive
212.1175	0.103575602	2.573052343	positive
289.1871	0.16977087	-2.153760478	positive
569.1647	0.240922114	1.832482857	positive
262.1395	0.004114969	-5.221742651	positive
503.1913	0.16977087	-2.151836896	positive
516.2999	0.519515492	1.034288508	positive
744.0814	0.071599111	-2.879649988	positive
123.0552	0.092701581	-2.67611687	positive
276.1551	0.18966093	-2.038345967	positive
323.0689	0.648416911	-0.745404341	positive
424.1016	0.020663736	-3.78941152	positive
237.184	0.101403216	2.592138655	positive
335.1344	0.714528259	-0.611085579	positive
400.1447	0.259662807	-1.763570092	positive
464.0808	0.01091381	4.294022734	positive
228.0976	0.850479841	0.316269313	positive
441.1909	0.828141972	-0.37687214	positive
276.1551	0.203451788	-1.972073732	positive
427.0946	0.261336501	-1.757948098	positive
359.3152	0.243087717	-1.822351253	positive
802.5348	0.991607054	-0.015339475	positive
425.196	0.013713564	-4.098081096	positive
231.0432	0.096310678	-2.643557723	positive
424.0484	0.187064899	-2.052579022	positive
613.1584	0.111945253	-2.519628131	positive
290.1453	0.830780092	-0.369013166	positive
595.1473	0.133569123	-2.355847547	positive
223.0746	0.012738628	-4.152040407	positive
164.0918	0.268899463	1.728550574	positive
188.0916	0.783724177	-0.462087561	positive
519.1861	0.606999315	-0.840894459	positive
148.0604	0.154774828	-2.227817958	positive
335.0633	0.067583519	-2.923564112	positive
188.0917	0.534399791	-1.000309067	positive
756.5507	0.835799965	-0.350227467	positive
766.5348	0.690834103	-0.661237468	positive
246.1557	0.559288236	-0.939755398	positive
224.1653	0.121370545	2.441530226	positive
402.2341	0.633828716	-0.778469905	positive
192.1262	0.132589562	2.366546412	positive
210.1498	0.151424026	2.251342571	positive
223.1683	0.128016024	2.401402354	positive
980.5367	0.26943227	-1.725628028	positive
232.1313	0.010724793	4.319378459	positive
284.0525	0.270516896	-1.718915252	positive
188.0917	0.62044331	-0.80804391	positive
148.0604	0.3775021	-1.394810304	positive
165.1267	0.507172657	1.06132673	positive
188.0917	0.75671519	-0.526135154	positive
164.0918	0.079737937	2.808327662	positive
267.2682	0.035010855	-3.415320402	positive
234.1444	0.003185652	5.525348578	positive
290.1455	0.221946793	-1.899247169	positive
299.2944	0.036042699	-3.39740993	positive
260.2015	0.13436107	2.350696122	positive
378.7906	0.074234152	-2.856617573	positive
285.2787	0.007601545	-4.639241349	positive
578.4169	0.957593474	-0.091521492	positive
483.9916	0.006977308	-4.702058762	positive
204.0868	0.078698401	-2.816401133	positive
599.0779	0.244630848	-1.812485176	positive
148.0604	0.316892941	-1.568909769	positive
239.0693	0.54586464	-0.970631085	positive
429.2393	0.010724793	-4.321500373	positive
441.1912	0.260344965	-1.761468895	positive
148.0604	0.192452549	-2.01989096	positive
205.1183	0.033473828	-3.455799607	positive
444.0311	0.033927494	3.437986417	positive
503.2272	0.000718639	7.263216856	positive
188.0917	0.32848719	-1.532576995	positive
148.0605	0.995880187	-0.00597239	positive
303.1772	0.083747757	2.757079202	positive
335.0634	0.010946243	-4.28607893	positive
262.1506	0.115821677	2.486885866	positive
275.171	0.080533476	2.801034561	positive
783.0652	0.214185173	1.927356278	positive
248.1602	0.130457261	2.385427542	positive
188.0917	0.668018097	-0.702896859	positive
142.0264	0.7907316	-0.451959616	positive
205.0348	0.96573192	-0.070852386	positive
262.0261	0.83604772	0.348480992	positive
246.1558	6.39E-05	9.717299665	positive
792.551	0.75671519	0.525295056	positive
778.5344	0.648416911	0.746457606	positive
262.1394	0.324750103	-1.543955857	positive
794.6025	0.929138223	-0.147891552	positive
188.0917	0.267090481	-1.73399551	positive
203.139	0.414572873	-1.2907137	positive
748.5245	0.658377824	0.72189509	positive
203.139	0.869960932	-0.279947014	positive
86.0964	0.461462847	1.161134977	positive
342.1391	0.722289444	0.599553296	positive
156.042	0.052392596	-3.118202076	positive
188.0917	0.421181631	-1.270084909	positive
276.1551	0.85757685	0.302756032	positive
576.172	0.133569123	-2.356016543	positive
827.7524	0.088671474	-2.713656802	positive
239.0694	0.519515492	-1.034385022	positive
357.2183	0.176184331	-2.113499703	positive
188.0917	0.879060222	-0.254710656	positive
272.1714	0.521082394	-1.028422318	positive
289.1615	0.174506048	2.121964244	positive
210.1498	0.016224072	3.964123917	positive
400.2708	0.08752991	2.725769672	positive
170.0576	0.060511471	-2.99685365	positive
272.1714	0.797299545	-0.437317696	positive
276.1551	0.074234152	2.857718492	positive
358.1061	0.098979742	2.610206639	positive
232.1402	0.992690137	-0.012568508	positive
348.0697	0.899028648	0.209307142	positive
272.1713	0.216724339	-1.918248552	positive
427.0945	0.791019399	-0.450026147	positive
571.8083	0.007601545	-4.642366724	positive
272.1714	0.711227891	-0.618653837	positive
290.1455	0.023279919	3.693831124	positive
247.0935	0.014136548	-4.074623044	positive
272.1714	0.352544251	-1.463343226	positive
835.7687	0.028619927	3.565190018	positive
315.1813	0.75671519	-0.526910843	positive
247.0934	0.03783289	-3.364722186	positive
272.1714	0.144580794	-2.283696292	positive
425.0439	0.018593087	-3.865594177	positive
210.1498	0.077934644	2.823704267	positive
218.1498	0.799309238	-0.42806527	positive
262.1394	0.082418691	-2.776750947	positive
358.1061	0.117065942	2.478575295	positive
757.2211	0.715413407	0.60957423	positive
756.5526	0.733371923	0.581385644	positive
763.7138	0.625221184	0.795824094	positive
766.5396	0.921284833	0.170167108	positive
86.0965	0.56415274	0.928476478	positive
275.171	0.016467924	3.952370387	positive
505.2776	0.088671474	-2.714336187	positive
203.1502	0.450582991	-1.184334037	positive
223.0746	0.538319566	-0.987589386	positive
276.155	0.009622764	4.422171576	positive
581.2986	0.081347693	-2.789349256	positive
716.1777	0.001696153	6.555641546	positive
272.1713	0.182834249	-2.080488518	positive
223.0745	0.701503471	-0.641167933	positive
230.1548	0.289986694	1.654462619	positive
234.1445	0.878524389	0.257610765	positive
713.2013	0.002083161	6.072274486	positive
223.0745	0.634353636	-0.774518774	positive
218.1497	0.020363565	3.801152254	positive
232.1402	0.270516896	1.717888507	positive
210.1498	0.822550899	0.388114795	positive
409.238	0.172581648	2.138442087	positive
210.1497	0.79780889	0.43541403	positive
166.1232	0.749034285	0.540985766	positive
523.9975	0.183291354	-2.077762783	positive
399.1439	0.098979742	-2.611205226	positive
189.1345	0.926954311	0.151549265	positive
250.0932	0.058505732	-3.037861064	positive
252.1628	0.404949047	-1.318113416	positive
261.1554	0.254250877	1.782343084	positive
200.1287	0.355031691	1.454259108	positive
272.1714	0.095485026	2.655525388	positive
250.0931	0.609242683	-0.835815813	positive
250.0931	0.817550414	-0.396800791	positive
261.1553	0.87035374	0.275711547	positive
189.1345	0.238565453	-1.843802165	positive
232.1704	0.664706141	0.70968646	positive
333.1834	0.002630048	-5.695099398	positive
394.2366	0.635382303	0.771482173	positive
246.1859	0.112396339	2.515634982	positive
204.1341	0.217324357	-1.91607162	positive
272.1712	0.033927494	-3.442741458	positive
742.5415	0.338629273	-1.503388609	positive
248.1237	0.513691834	-1.045314686	positive
124.9998	0.133569123	-2.356610656	positive
305.9797	0.596590836	-0.861369135	positive
86.0964	0.121901293	-2.435659569	positive
248.1236	0.426921878	-1.250122171	positive
508.0022	0.064464489	-2.954855827	positive
248.1237	0.369997641	-1.419321653	positive
508.0023	0.016151441	-3.973845599	positive
613.1581	0.107590802	-2.546376127	positive
248.1236	0.390797416	-1.358215353	positive
204.1341	0.297410945	1.630532249	positive
205.1373	0.285768525	1.667602395	positive
175.1189	0.431146211	-1.237060525	positive
613.1578	0.037827755	-3.368223961	positive
613.1584	0.416306209	-1.285119694	positive
86.0965	0.422100952	1.267076968	positive
224.1652	0.095523345	2.6531912	positive
626.3115	0.003816165	-5.330848515	positive
626.1864	0.000409043	-7.68138272	positive
715.354	0.00377139	-5.358105724	positive
224.1653	0.221571133	1.90337099	positive
820.5837	0.444332401	-1.200537123	positive
86.0965	0.214185173	1.929329386	positive
348.07	0.002851378	5.630664866	positive
399.2005	0.062205748	-2.979146758	positive
224.1652	0.339871111	1.499315713	positive
613.1588	0.570017863	-0.913716084	positive
252.1628	0.600200674	-0.85131427	positive
717.6392	0.576775049	-0.900403475	positive
726.4941	0.576336387	-0.903713005	positive
147.1127	0.423212179	-1.26290061	positive
309.1651	0.069486403	-2.899610133	positive
116.0706	0.291159405	-1.649238274	positive
141.114	0.18450408	2.069922087	positive
399.1435	0.121478214	-2.439553042	positive
399.1437	0.097781732	-2.624580952	positive
295.1654	0.879107699	-0.252913968	positive
161.1283	0.958193573	0.082280909	positive
399.1438	0.107590802	-2.544787339	positive
252.1626	0.623372271	-0.800751877	positive
613.158	0.178235465	-2.102925087	positive
246.1809	0.493378853	-1.091416909	positive
247.1842	0.43768594	-1.216051861	positive
399.1438	0.223812646	-1.893314946	positive
399.144	0.405743655	-1.315489903	positive
613.1581	0.923462203	-0.164105682	positive
399.144	0.771191597	-0.493348419	positive
348.0699	0.008433189	4.542528046	positive
347.171	0.426921878	-1.248866516	positive
260.1965	0.768059331	0.497969747	positive
325.1601	0.115441298	-2.490463094	positive
613.1585	0.641087841	0.762113189	positive
487.2128	0.088671474	-2.71504995	positive
613.1582	0.817096706	-0.39789243	positive
613.1584	0.274941359	-1.697507686	positive
613.1589	0.661842776	-0.715956009	positive
613.1584	0.089454452	-2.70370242	positive
363.1934	0.752926948	0.53409811	positive
613.1583	0.949097232	-0.10951754	positive
325.1601	0.692831906	-0.655686094	positive
161.1284	0.548976185	0.962826513	positive
613.1577	0.66454317	-0.711643762	positive
175.1441	0.021729335	-3.740628363	positive
189.1597	0.058505732	-3.038283024	positive
613.1588	0.7099919	-0.621399519	positive
613.1581	0.541998144	-0.978530355	positive
613.1591	0.738696626	-0.564155198	positive
189.1597	0.611069927	-0.830778093	positive
307.0827	0.828285239	-0.374367335	positive
120.1019	0.75146187	0.536289153	positive
182.1174	0.781323438	0.468808547	positive
602.3841	0.925881002	-0.154311616	positive
260.0588	0.009773905	4.405066518	positive
229.1544	0.7660566	0.503073735	positive
285.0212	0.469790401	-1.144787984	positive
325.13	0.409452515	1.309170564	positive
325.1301	0.578198961	0.895372633	positive
218.1581	0.847568806	-0.32172661	positive
325.13	0.199979374	1.986834734	positive
325.13	0.609266889	0.83532051	positive
384.1444	0.958193573	0.087354357	positive
219.1403	0.428315631	1.246250768	positive
245.1856	0.8313499	0.364203764	positive
248.1503	0.56222322	0.933019866	positive
421.1539	0.173889792	2.127886894	positive
268.1038	0.636509696	-0.769127334	positive
248.1502	0.774613099	0.488845554	positive
399.1471	0.261711096	1.756060925	positive
430.0994	0.666983274	0.705060632	positive
164.1434	0.835799965	-0.351006642	positive
399.1471	0.455127927	1.171359079	positive
302.1747	0.474620369	1.134524731	positive
430.0992	0.850479841	0.315450586	positive
482.079	0.373172838	1.410345237	positive
261.1442	0.830780092	-0.368276804	positive
399.1469	0.286956454	1.663458432	positive
523.1059	0.432116304	1.23364058	positive
282.1074	0.421181631	1.269730869	positive
430.0992	0.117105003	2.476781307	positive
325.1299	0.396987674	1.340016822	positive
260.0554	0.931738132	0.140554435	positive
228.9784	0.390797416	1.356592266	positive
127.0727	0.115821677	2.48718665	positive
268.1036	0.97305614	0.05258211	positive
382.1397	0.757165647	0.524072676	positive
401.2063	0.485708571	1.106911155	positive
265.1545	0.596590836	-0.861358657	positive
320.1317	0.221928527	1.900306159	positive
330.2995	0.977088915	-0.044459237	positive
148.1121	0.486033535	1.105485561	positive
609.2794	0.386214779	1.375448653	positive
300.2893	0.436907903	1.218154483	positive
321.1155	0.193200055	2.01508052	positive
433.2056	0.891662982	-0.223852643	positive
114.0662	0.547868834	0.966931568	positive
123.0554	0.915188042	0.181958172	positive
382.1919	0.579530516	-0.893200549	positive
230.2476	0.130791645	2.383220512	positive
264.2082	0.686380591	0.670397273	positive
326.1529	0.001869257	-6.347947327	positive
411.1961	0.891662982	-0.223498957	positive
347.1869	0.009564347	-4.448049767	positive
245.1857	0.006933408	4.714793804	positive
264.1809	0.121478214	-2.43875005	positive
398.1171	0.129717228	2.389257353	positive
202.1337	0.360240885	-1.442670193	positive
411.1963	0.781323438	-0.468582277	positive
465.1424	0.021769555	3.733436955	positive
381.1921	0.058816562	3.020709774	positive
326.1858	0.014713434	-4.042578767	positive
336.1176	0.201033699	-1.979974837	positive
245.1857	0.044178408	-3.251934461	positive
308.0927	0.010724793	-4.327280608	positive
382.1919	0.569416547	-0.917699378	positive
254.0889	0.390797416	1.35803757	positive
314.0913	0.930126899	-0.1437456	positive
244.0824	0.561705393	0.935532676	positive
340.1321	0.000169458	-8.663213515	positive
167.1178	0.133569123	2.355943974	positive
383.1726	0.185529417	-2.063264989	positive
211.1093	0.097192671	2.630229834	positive
417.1135	0.186475603	2.057809281	positive
152.0705	0.029477098	-3.546661264	positive
399.1474	0.762062227	0.511093557	positive
260.1854	0.003323972	-5.461418644	positive
406.1637	0.521082394	-1.028919521	positive
334.9876	0.27232498	1.70987947	positive
383.388	0.400057487	1.333603309	positive
440.1606	0.054942801	3.078968958	positive
621.1768	0.392123167	-1.351407131	positive
383.3895	0.505621871	1.066765595	positive
282.2789	0.437781867	1.215389492	positive
318.2998	0.199039113	1.990750935	positive
314.0914	0.946009819	-0.116244973	positive
279.1698	0.416419412	-1.283283592	positive
325.1302	0.958193573	0.083276453	positive
321.1158	0.748916359	0.542034395	positive
603.2058	0.96040234	-0.078520007	positive
381.1535	0.934530067	0.135387455	positive
202.0732	0.432735761	1.230832919	positive
383.1524	0.128074146	2.399396897	positive
429.1582	0.292007794	1.64648855	positive
465.1424	0.196458039	2.001971891	positive
157.0763	0.240589075	1.833888086	positive
279.17	0.01089895	4.29796496	positive
314.0913	0.733762397	-0.579605251	positive
218.048	0.058789557	-3.034074145	positive
325.1301	0.747645344	-0.544905024	positive
304.2114	0.00720507	-4.679617935	positive
428.0835	0.97945607	0.040456017	positive
202.0531	0.068390609	-2.912571466	positive
223.1489	0.098557804	2.617479483	positive
244.2269	0.131898379	2.370125916	positive
303.0863	0.534399791	1.00082654	positive
322.081	0.317285077	1.567619444	positive
609.2795	0.891243535	0.228289959	positive
375.2184	0.513454702	-1.0470688	positive
303.0863	0.646947676	0.752296015	positive
298.0965	0.03029865	-3.52158712	positive
457.2536	0.41359649	1.295662026	positive
401.2064	0.795608995	-0.440235083	positive
265.1544	0.619013388	0.811248165	positive
232.1448	0.903863644	-0.200074953	positive
249.1265	0.923462203	-0.165894221	positive
325.1301	0.623483693	-0.798897587	positive
429.158	0.51925486	1.035579337	positive
403.2314	0.041030314	3.307631276	positive
240.1017	0.385776363	-1.377299228	positive
237.01	0.633828716	0.77789054	positive
189.1233	0.376659577	1.399329489	positive
285.1134	0.810541688	0.410624351	positive
191.1171	0.695280862	0.650909685	positive
227.0782	0.968087632	-0.064171398	positive
285.0754	0.879060222	-0.25441459	positive
313.1084	0.958193573	0.082501588	positive
435.0674	0.985977156	-0.025735141	positive
190.111	0.692831906	0.656225392	positive
280.076	0.844173494	0.333693314	positive
299.055	0.646947676	-0.75217458	positive
303.0863	0.418957761	1.276873405	positive
448.0983	0.785081595	-0.460021598	positive
454.0409	0.985977156	-0.026033519	positive
523.2882	0.185529417	-2.062674312	positive
232.1073	0.468409485	1.147730819	positive
322.081	0.347860919	1.47523939	positive
433.1751	0.968184565	0.062744916	positive
195.1129	0.377005597	1.397550314	positive
320.1228	0.795019909	0.441848532	positive
223.0748	0.264534233	1.744809268	positive
255.1249	0.679239207	-0.682934295	positive
157.0764	0.508280002	1.057622076	positive
302.1746	0.18405521	2.073271892	positive
168.0654	0.414572873	1.290938232	positive
165.1386	0.558040603	-0.942621876	positive
398.0945	0.187024618	-2.054422458	positive
517.2794	0.141298995	-2.301424579	positive
230.2476	0.097811762	2.622367534	positive
116.107	0.083079871	2.766029366	positive
375.1333	0.302206879	1.610388833	positive
401.2077	0.995880187	0.00588097	positive
426.2107	0.01409214	-4.078908924	positive
99.0804	0.13436107	2.350216001	positive
401.2066	0.211747296	1.939791856	positive
469.1514	0.830780092	0.368017312	positive
195.1129	0.078518327	2.8187527	positive
245.1857	0.236672799	-1.853219505	positive
413.2068	0.818861671	0.393864222	positive
175.1078	0.41205839	1.299058431	positive
321.1155	0.791019399	0.450065304	positive
237.1232	0.404313643	1.321386771	positive
382.1913	0.190681934	-2.034555633	positive
429.2615	0.012056486	-4.209125296	positive
461.2553	0.0508253	-3.139124482	positive
138.0551	0.50669221	-1.063467083	positive
153.1022	0.021310858	3.752431298	positive
383.1972	0.583747071	-0.882341352	positive
232.1072	0.121370545	2.443171624	positive
231.1701	0.404313643	1.320222699	positive
161.0921	0.869960932	0.280378021	positive
468.1597	0.010843052	-4.303851392	positive
417.2507	0.060197108	3.003764349	positive
219.0797	0.390797416	-1.357589079	positive
268.1322	0.337814898	1.505926091	positive
399.1475	0.705268711	0.632903193	positive
275.1709	0.798280085	0.43200107	positive
298.1426	0.017876034	-3.905746962	positive
297.1383	0.047499799	-3.183102278	positive
107.0523	0.710875088	-0.619528541	positive
197.1285	0.025182957	3.638601824	positive
244.2269	0.166443212	2.168506048	positive
118.1226	0.502086297	1.076074292	positive
160.1332	0.302222826	-1.60979616	positive
203.1388	0.776732076	0.483420273	positive
100.1121	0.157706605	2.21250456	positive
164.1072	0.357842307	1.447833345	positive
461.139	0.299358845	1.621332504	positive
292.1232	0.046315074	-3.203583352	positive
383.1971	0.324750103	-1.544245129	positive
192.1263	0.188366073	2.044647619	positive
225.1232	0.09077859	2.692991483	positive
240.1017	0.503958074	-1.070128203	positive
268.1322	0.678214789	0.685530232	positive
228.9787	0.429236023	1.242693655	positive
314.2686	0.436907903	1.21828134	positive
88.1121	0.137300637	2.325492457	positive
440.183	0.554316566	0.951186689	positive
541.3162	0.830780092	0.369281084	positive
131.0815	0.824362849	-0.384584097	positive
396.0926	0.077338703	2.829973891	positive
420.0947	0.352372921	1.46417311	positive
681.639	0.566673298	-0.922178918	positive
229.1546	0.009564347	-4.438407777	positive
389.2196	0.001742661	-6.441781701	positive
428.0836	0.45202314	1.178796657	positive
991.1939	0.879060222	0.253443771	positive
217.1544	0.10056119	2.600113911	positive
152.0376	0.411563417	-1.301375362	positive
395.2329	0.118949313	2.461987508	positive
420.0945	0.044714563	3.237211988	positive
295.1648	0.006436676	4.798493079	positive
396.0925	0.050226025	3.146486706	positive
426.3573	0.256562118	-1.774674828	positive
219.0796	0.181234341	-2.08815168	positive
627.1338	0.154774828	2.227808277	positive
383.1971	0.39447403	1.347098766	positive
424.3414	0.945743692	0.118591975	positive
398.3258	0.040317522	-3.319649361	positive
399.1474	0.508950566	1.055956042	positive
400.3415	0.096310678	-2.641635459	positive
190.1071	0.974984864	0.048126734	positive
